"","Correlation","Tissue","Gene","Protein"
"4468",0.576923076923077,"Bone","RBMXL1","Q96E39;RMXL1_HUMAN"
"4469",0.575324675324675,"Bone","CIAO2A","Q9H5X1;CIA2A_HUMAN"
"4470",0.065587044534413,"Bone","EXOSC5","Q9NQT4;EXOS5_HUMAN"
"4471",0.499288762446657,"Bone","CRK","P46108;CRK_HUMAN"
"4472",0.654692082111437,"Bone","ABI2","Q9NYB9;ABI2_HUMAN"
"4473",0.407142857142857,"Bone","DLG3","Q92796;DLG3_HUMAN"
"4474",0.531468531468532,"Bone","SPDL1","Q96EA4;SPDLY_HUMAN"
"4475",0.404453441295547,"Bone","EMC2","Q15006;EMC2_HUMAN"
"4476",0.436363636363636,"Bone","NT5DC2","Q9H857;NT5D2_HUMAN"
"4477",0.333333333333333,"Bone","FTL","P02792;FRIL_HUMAN"
"4478",0.292555713608345,"Bone","ZW10","O43264;ZW10_HUMAN"
"4479",0.291666666666667,"Bone","RNF167","Q9H6Y7;RN167_HUMAN"
"4480",0.186813186813187,"Bone","PPM1A","P35813;PPM1A_HUMAN"
"4481",0.0505675954592363,"Bone","GTF2E2","P29084;T2EB_HUMAN"
"4482",0.24991452991453,"Bone","PPM1B","O75688;PPM1B_HUMAN"
"4483",0.41417004048583,"Bone","PRPF4","O43172;PRP4_HUMAN"
"4484",-0.0473684210526316,"Bone","RAD23B","P54727;RD23B_HUMAN"
"4485",0.346460746460746,"Bone","RAD23A","P54725;RD23A_HUMAN"
"4486",0.255060728744939,"Bone","CS","O75390;CISY_HUMAN"
"4487",0.394188034188034,"Bone","CCDC51","Q96ER9;MITOK_HUMAN"
"4488",0.364705882352941,"Bone","GPD1L","Q8N335;GPD1L_HUMAN"
"4489",0.442857142857143,"Bone","FKBP5","Q13451;FKBP5_HUMAN"
"4490",0.287651821862348,"Bone","WDR36","Q8NI36;WDR36_HUMAN"
"4491",0.558290598290598,"Bone","ATPAF1","Q5TC12;ATPF1_HUMAN"
"4492",0.39251012145749,"Bone","TIMM44","O43615;TIM44_HUMAN"
"4493",0.412681436210848,"Bone","NVL","O15381;NVL_HUMAN"
"4494",0.527155727155727,"Bone","RAP1GDS1","P52306;GDS1_HUMAN"
"4495",0.036764705882353,"Bone","NOMO1","Q15155;NOMO1_HUMAN"
"4496",0.496240601503759,"Bone","FBLIM1","Q8WUP2;FBLI1_HUMAN"
"4497",0.381781376518219,"Bone","APEX1","P27695;APEX1_HUMAN"
"4498",0.582186234817814,"Bone","DCXR","Q7Z4W1;DCXR_HUMAN"
"4499",0.729411764705883,"Bone","NOTCH2","Q04721;NOTC2_HUMAN"
"4500",0.162052741000109,"Bone","STX18","Q9P2W9;STX18_HUMAN"
"4501",0.612280701754386,"Bone","CRABP1","P29762;RABP1_HUMAN"
"4502",0.274725274725275,"Bone","TYSND1","Q2T9J0;TYSD1_HUMAN"
"4503",0.599299704562862,"Bone","GLOD4","Q9HC38;GLOD4_HUMAN"
"4504",0.146086956521739,"Bone","LRRC8A","Q8IWT6;LRC8A_HUMAN"
"4505",0.662145748987854,"Bone","DLG1","Q12959;DLG1_HUMAN"
"4506",0.440350877192982,"Bone","PPFIBP1","Q86W92;LIPB1_HUMAN"
"4507",0.297368421052632,"Bone","COPE","O14579;COPE_HUMAN"
"4508",0.549885408708938,"Bone","PSMD5","Q16401;PSMD5_HUMAN"
"4509",0.550202429149798,"Bone","SUCLA2","Q9P2R7;SUCB1_HUMAN"
"4510",0.41871921182266,"Bone","STRN4","Q9NRL3;STRN4_HUMAN"
"4511",0.483870967741936,"Bone","PSMF1","Q92530;PSMF1_HUMAN"
"4512",0.390305285042127,"Bone","LYPLA1","O75608;LYPA1_HUMAN"
"4513",-0.223680823680824,"Bone","SNX5","Q9Y5X3;SNX5_HUMAN"
"4514",0.639165481270744,"Bone","ABI1","Q8IZP0;ABI1_HUMAN"
"4515",0.396103896103896,"Bone","NME3","Q13232;NDK3_HUMAN"
"4516",0.123911382734912,"Bone","KIF11","P52732;KIF11_HUMAN"
"4517",0.294354838709677,"Bone","NELFA","Q9H3P2;NELFA_HUMAN"
"4518",0.215584415584416,"Bone","GMPPB","Q9Y5P6;GMPPB_HUMAN"
"4519",0.522983870967742,"Bone","ARMC10","Q8N2F6;ARM10_HUMAN"
"4520",0.755990808622388,"Bone","PPP1R18","Q6NYC8;PPR18_HUMAN"
"4521",-0.191295546558704,"Bone","MRPL14","Q6P1L8;RM14_HUMAN"
"4522",0.306048906048906,"Bone","ARMCX3","Q9UH62;ARMX3_HUMAN"
"4523",0.303441295546559,"Bone","SRSF11","Q05519;SRS11_HUMAN"
"4524",-0.0406882591093117,"Bone","POLR2E","P19388;RPAB1_HUMAN"
"4525",0.207894736842105,"Bone","NUP58","Q9BVL2;NUP58_HUMAN"
"4526",0.184008097165992,"Bone","RPL12","P30050;RL12_HUMAN"
"4527",0.347570850202429,"Bone","CBR1","P16152;CBR1_HUMAN"
"4528",0.194852941176471,"Bone","NOM1","Q5C9Z4;NOM1_HUMAN"
"4529",0.313913043478261,"Bone","TMEM33","P57088;TMM33_HUMAN"
"4530",0.713371266002845,"Bone","SARS2","Q9NP81;SYSM_HUMAN"
"4531",0.610714285714286,"Bone","NGFR","P08138;TNR16_HUMAN"
"4532",0.0622529644268775,"Bone","UTP6","Q9NYH9;UTP6_HUMAN"
"4533",0.509090909090909,"Bone","ZMYM4","Q5VZL5;ZMYM4_HUMAN"
"4534",0.700623700623701,"Bone","TRIM25","Q14258;TRI25_HUMAN"
"4535",0.857094017094017,"Bone","RAB11FIP5","Q9BXF6;RFIP5_HUMAN"
"4536",0.682368082368082,"Bone","RPRD2","Q5VT52;RPRD2_HUMAN"
"4537",0.425802139037433,"Bone","DHPS","P49366;DHYS_HUMAN"
"4538",0.613186813186813,"Bone","CDKN2A","P42771;CDN2A_HUMAN"
"4539",0.195748987854251,"Bone","DCTN3","O75935;DCTN3_HUMAN"
"4540",0.459399332591769,"Bone","ITPA","Q9BY32;ITPA_HUMAN"
"4541",0.369635627530364,"Bone","EEF2","P13639;EF2_HUMAN"
"4542",0.396918767507003,"Bone","TXLNA","P40222;TXLNA_HUMAN"
"4543",0.37126600284495,"Bone","HAGH","Q16775;GLO2_HUMAN"
"4544",0.386254365594116,"Bone","EPS15L1","Q9UBC2;EP15R_HUMAN"
"4545",-0.0115384615384615,"Bone","HSP90AA1","P07900;HS90A_HUMAN"
"4546",0.722660098522167,"Bone","ACSL4","O60488;ACSL4_HUMAN"
"4547",0.436781609195402,"Bone","PSMD10","O75832;PSD10_HUMAN"
"4548",0.88,"Bone","RAB11FIP1","Q6WKZ4;RFIP1_HUMAN"
"4549",0.421052631578947,"Bone","RFC2","P35250;RFC2_HUMAN"
"4550",0.421255060728745,"Bone","RIC8A","Q9NPQ8;RIC8A_HUMAN"
"4551",0.149401709401709,"Bone","FAM20B","O75063;XYLK_HUMAN"
"4552",0.70740781267097,"Bone","STAT1","P42224;STAT1_HUMAN"
"4553",0.457142857142857,"Bone","GHDC","Q8N2G8;GHDC_HUMAN"
"4554",0.311278195488722,"Bone","CDC34","P49427;UB2R1_HUMAN"
"4555",0.0581550802139037,"Bone","NOL9","Q5SY16;NOL9_HUMAN"
"4556",0.550051599587203,"Bone","COL1A1","P02452;CO1A1_HUMAN"
"4557",0.697441601779755,"Bone","ZEB2","O60315;ZEB2_HUMAN"
"4558",0.53421052631579,"Bone","MRPL46","Q9H2W6;RM46_HUMAN"
"4559",0.366153846153846,"Bone","EXD2","Q9NVH0;EXD2_HUMAN"
"4560",0.494736842105263,"Bone","SLC39A14","Q15043;S39AE_HUMAN"
"4561",0.447769621682665,"Bone","TOE1","Q96GM8;TOE1_HUMAN"
"4562",0.461564171122995,"Bone","PDP1","Q9P0J1;PDP1_HUMAN"
"4563",0.203571428571429,"Bone","VPS72","Q15906;VPS72_HUMAN"
"4564",0.6993006993007,"Bone","DHRS7B","Q6IAN0;DRS7B_HUMAN"
"4565",0.715686274509804,"Bone","PTCD1","O75127;PTCD1_HUMAN"
"4566",0.373900293255132,"Bone","GLA","P06280;AGAL_HUMAN"
"4567",0.27192118226601,"Bone","ABCF3","Q9NUQ8;ABCF3_HUMAN"
"4568",0.292982456140351,"Bone","TXLNG","Q9NUQ3;TXLNG_HUMAN"
"4569",0.24604743083004,"Bone","SLC4A2","P04920;B3A2_HUMAN"
"4570",0.747232947232947,"Bone","HEXA","P06865;HEXA_HUMAN"
"4571",0.393735676088617,"Bone","PNKP","Q96T60;PNKP_HUMAN"
"4572",0.536363636363636,"Bone","EPDR1","Q9UM22;EPDR1_HUMAN"
"4573",0.310336652441916,"Bone","AATF","Q9NY61;AATF_HUMAN"
"4574",0.475187969924812,"Bone","USP48","Q86UV5;UBP48_HUMAN"
"4575",0.0714285714285714,"Bone","ABHD16A","O95870;ABHGA_HUMAN"
"4576",0.282505729564553,"Bone","NIF3L1","Q9GZT8;NIF3L_HUMAN"
"4577",-0.428461538461538,"Bone","CCNB1","P14635;CCNB1_HUMAN"
"4578",0.406275303643725,"Bone","LAMTOR1","Q6IAA8;LTOR1_HUMAN"
"4579",0.296558704453441,"Bone","RFC5","P40937;RFC5_HUMAN"
"4580",0.177125506072875,"Bone","SUGP2","Q8IX01;SUGP2_HUMAN"
"4581",0.467813765182186,"Bone","MSH2","P43246;MSH2_HUMAN"
"4582",0.0105263157894737,"Bone","COG2","Q14746;COG2_HUMAN"
"4583",0.741045606229144,"Bone","P3H3","Q8IVL6;P3H3_HUMAN"
"4584",0.209514170040486,"Bone","EIF5","P55010;IF5_HUMAN"
"4585",0.475643130815545,"Bone","TMEM245","Q9H330;TM245_HUMAN"
"4586",0.327272727272727,"Bone","TDP2","O95551;TYDP2_HUMAN"
"4587",0.798987854251012,"Bone","PHIP","Q8WWQ0;PHIP_HUMAN"
"4588",0.530566801619433,"Bone","PRDX5","P30044;PRDX5_HUMAN"
"4589",0.627548601232812,"Bone","RIOX1","Q9H6W3;RIOX1_HUMAN"
"4590",0.199322416713721,"Bone","SARM1","Q6SZW1;SARM1_HUMAN"
"4591",0.630865102639296,"Bone","TMTC3","Q6ZXV5;TMTC3_HUMAN"
"4592",0.282186234817814,"Bone","MAP4","P27816;MAP4_HUMAN"
"4593",0.530566801619433,"Bone","CLPP","Q16740;CLPP_HUMAN"
"4594",0.281781376518219,"Bone","HP1BP3","Q5SSJ5;HP1B3_HUMAN"
"4595",0.475506072874494,"Bone","TPX2","Q9ULW0;TPX2_HUMAN"
"4596",0.238235294117647,"Bone","TP53","P04637;P53_HUMAN"
"4597",0.644225506294472,"Bone","ERLEC1","Q96DZ1;ERLEC_HUMAN"
"4598",0.492997198879552,"Bone","AKR7A2","O43488;ARK72_HUMAN"
"4599",0.36256157635468,"Bone","PKN1","Q16512;PKN1_HUMAN"
"4600",0.642608695652174,"Bone","HSCB","Q8IWL3;HSC20_HUMAN"
"4601",0.896356275303644,"Bone","COLGALT1","Q8NBJ5;GT251_HUMAN"
"4602",0.167813765182186,"Bone","ALDOC","P09972;ALDOC_HUMAN"
"4603",0.31336032388664,"Bone","PRPF19","Q9UMS4;PRP19_HUMAN"
"4604",0.836293436293436,"Bone","RPRD1A","Q96P16;RPR1A_HUMAN"
"4605",0.660323886639676,"Bone","RPRD1B","Q9NQG5;RPR1B_HUMAN"
"4606",0.328671328671329,"Bone","LZTFL1","Q9NQ48;LZTL1_HUMAN"
"4607",0.61764705882353,"Bone","EXOC1","Q9NV70;EXOC1_HUMAN"
"4608",0.147058823529412,"Bone","LENG1","Q96BZ8;LENG1_HUMAN"
"4609",0.103508771929825,"Bone","AVEN","Q9NQS1;AVEN_HUMAN"
"4610",0.181665393430099,"Bone","SLC4A1AP","Q9BWU0;NADAP_HUMAN"
"4611",0.154351395730706,"Bone","WAPL","Q7Z5K2;WAPL_HUMAN"
"4612",0.367813765182186,"Bone","AP2B1","P63010;AP2B1_HUMAN"
"4613",0.347826086956522,"Bone","CDK4","P11802;CDK4_HUMAN"
"4614",0.346536820221031,"Bone","GAPVD1","Q14C86;GAPD1_HUMAN"
"4615",-0.048951048951049,"Bone","TTC19","Q6DKK2;TTC19_HUMAN"
"4616",0.301001112347052,"Bone","NUF2","Q9BZD4;NUF2_HUMAN"
"4617",0.329545454545455,"Bone","PRC1","O43663;PRC1_HUMAN"
"4618",0.562271062271062,"Bone","SMAD4","Q13485;SMAD4_HUMAN"
"4619",0.341379310344828,"Bone","TMEM126A","Q9H061;T126A_HUMAN"
"4620",0.515527950310559,"Bone","AKAP13","Q12802;AKP13_HUMAN"
"4621",0.514504652435687,"Bone","CRAT","P43155;CACP_HUMAN"
"4622",0.605263157894737,"Bone","BORCS6","Q96GS4;BORC6_HUMAN"
"4623",0.281733746130031,"Bone","NAA25","Q14CX7;NAA25_HUMAN"
"4624",0.61,"Bone","GPX7","Q96SL4;GPX7_HUMAN"
"4625",0.736513841777,"Bone","IGF2BP3","O00425;IF2B3_HUMAN"
"4626",0.346065699006876,"Bone","CUL3","Q13618;CUL3_HUMAN"
"4627",0.218016194331984,"Bone","MRPS27","Q92552;RT27_HUMAN"
"4628",0.615384615384615,"Bone","HSDL1","Q3SXM5;HSDL1_HUMAN"
"4629",0.254032258064516,"Bone","CCDC22","O60826;CCD22_HUMAN"
"4630",0.227501909854851,"Bone","NCBP2","P52298;NCBP2_HUMAN"
"4631",0.23502024291498,"Bone","HNRNPK","P61978;HNRPK_HUMAN"
"4632",0.298701298701299,"Bone","PRMT3","O60678;ANM3_HUMAN"
"4633",0.398840135682241,"Bone","RAVER1","Q8IY67;RAVR1_HUMAN"
"4634",0.391133004926108,"Bone","TAF4","O00268;TAF4_HUMAN"
"4635",-0.152307692307692,"Bone","TONSL","Q96HA7;TONSL_HUMAN"
"4636",0.554545454545455,"Bone","GSDME","O60443;GSDME_HUMAN"
"4637",0.414340448823207,"Bone","TLN2","Q9Y4G6;TLN2_HUMAN"
"4638",0.577639751552795,"Bone","SHMT1","P34896;GLYC_HUMAN"
"4639",0.088663967611336,"Bone","NDUFS1","P28331;NDUS1_HUMAN"
"4640",0.137031768610716,"Bone","KIF20B","Q96Q89;KI20B_HUMAN"
"4641",0.391608391608392,"Bone","STIM2","Q9P246;STIM2_HUMAN"
"4642",0.380804953560372,"Bone","P3H4","Q92791;SC65_HUMAN"
"4643",0.5935960591133,"Bone","HBS1L","Q9Y450;HBS1L_HUMAN"
"4644",0.568347338935574,"Bone","OTUD6B","Q8N6M0;OTU6B_HUMAN"
"4645",0.907120743034056,"Bone","CD44","P16070;CD44_HUMAN"
"4646",0.474696356275304,"Bone","HNRNPA3","P51991;ROA3_HUMAN"
"4647",0.562307692307692,"Bone","PHLDB1","Q86UU1;PHLB1_HUMAN"
"4648",0.427327935222672,"Bone","RRP12","Q5JTH9;RRP12_HUMAN"
"4649",0.146153846153846,"Bone","HNRNPA2B1","P22626;ROA2_HUMAN"
"4650",-0.117374517374517,"Bone","NCAPG","Q9BPX3;CND3_HUMAN"
"4651",-0.126640926640927,"Bone","NGDN","Q8NEJ9;NGDN_HUMAN"
"4652",0.523152709359606,"Bone","COG6","Q9Y2V7;COG6_HUMAN"
"4653",0.0360323886639676,"Bone","PPIA","P62937;PPIA_HUMAN"
"4654",0.0613445378151261,"Bone","CHMP1A","Q9HD42;CHM1A_HUMAN"
"4655",0.28921568627451,"Bone","EEFSEC","P57772;SELB_HUMAN"
"4656",0.336363636363636,"Bone","MYCBP2","O75592;MYCB2_HUMAN"
"4657",0.432467532467532,"Bone","ARFIP2","P53365;ARFP2_HUMAN"
"4658",0.681992337164751,"Bone","METTL16","Q86W50;MET16_HUMAN"
"4659",0.762955465587045,"Bone","SCFD1","Q8WVM8;SCFD1_HUMAN"
"4660",0.71578947368421,"Bone","GCA","P28676;GRAN_HUMAN"
"4661",0.331983805668016,"Bone","SRI","P30626;SORCN_HUMAN"
"4662",0.285294117647059,"Bone","EPN2","O95208;EPN2_HUMAN"
"4663",0.1582995951417,"Bone","EIF3K","Q9UBQ5;EIF3K_HUMAN"
"4664",0.186813186813187,"Bone","STAMBPL1","Q96FJ0;STALP_HUMAN"
"4665",0.858823529411765,"Bone","ENDOD1","O94919;ENDD1_HUMAN"
"4666",0.184957264957265,"Bone","EIPR1","Q53HC9;EIPR1_HUMAN"
"4667",0.609514170040486,"Bone","RPN1","P04843;RPN1_HUMAN"
"4668",0.543724696356275,"Bone","ME2","P23368;MAOM_HUMAN"
"4669",0.575200534759358,"Bone","CUL2","Q13617;CUL2_HUMAN"
"4670",0.759881422924901,"Bone","SMPD1","P17405;ASM_HUMAN"
"4671",-0.146761133603239,"Bone","TUBB","P07437;TBB5_HUMAN"
"4672",0.0317813765182186,"Bone","RPS16","P62249;RS16_HUMAN"
"4673",0.607287449392713,"Bone","CNPY2","Q9Y2B0;CNPY2_HUMAN"
"4674",0.676470588235294,"Bone","COL5A1","P20908;CO5A1_HUMAN"
"4675",0.302681992337165,"Bone","XPO7","Q9UIA9;XPO7_HUMAN"
"4676",0.670588235294118,"Bone","RETREG3","Q86VR2;RETR3_HUMAN"
"4677",0.43956043956044,"Bone","RFTN1","Q14699;RFTN1_HUMAN"
"4678",0.135928809788654,"Bone","CBL","P22681;CBL_HUMAN"
"4679",0.142016806722689,"Bone","EHMT2","Q96KQ7;EHMT2_HUMAN"
"4680",0.475490196078431,"Bone","PEG10","Q86TG7;PEG10_HUMAN"
"4681",0.184615384615385,"Bone","ENY2","Q9NPA8;ENY2_HUMAN"
"4682",-0.113913043478261,"Bone","ECSIT","Q9BQ95;ECSIT_HUMAN"
"4683",0.566801619433198,"Bone","POR","P16435;NCPR_HUMAN"
"4684",0.0449392712550607,"Bone","DDB1","Q16531;DDB1_HUMAN"
"4685",0.0298719772403983,"Bone","NDUFA7","O95182;NDUA7_HUMAN"
"4686",0.469028340080972,"Bone","DHX15","O43143;DHX15_HUMAN"
"4687",0.366998577524893,"Bone","GNA13","Q14344;GNA13_HUMAN"
"4688",0.439723320158103,"Bone","SCFD2","Q8WU76;SCFD2_HUMAN"
"4689",0.246558704453441,"Bone","MATR3","P43243;MATR3_HUMAN"
"4690",0.465686274509804,"Bone","HPDL","Q96IR7;HPDL_HUMAN"
"4691",0.388663967611336,"Bone","RIF1","Q5UIP0;RIF1_HUMAN"
"4692",0.697486960644855,"Bone","PCM1","Q15154;PCM1_HUMAN"
"4693",0.401247401247401,"Bone","DPP3","Q9NY33;DPP3_HUMAN"
"4694",0.631578947368421,"Bone","STXBP3","O00186;STXB3_HUMAN"
"4695",0.370629370629371,"Bone","ITSN1","Q15811;ITSN1_HUMAN"
"4696",0.909184726522188,"Bone","OSTF1","Q92882;OSTF1_HUMAN"
"4697",0.718181818181818,"Bone","DVL2","O14641;DVL2_HUMAN"
"4698",0.491596638655462,"Bone","CAV1","Q03135;CAV1_HUMAN"
"4699",0.334105534105534,"Bone","RTF1","Q92541;RTF1_HUMAN"
"4700",-0.0306513409961686,"Bone","OSGEP","Q9NPF4;OSGEP_HUMAN"
"4701",-0.0130434782608696,"Bone","VPS28","Q9UK41;VPS28_HUMAN"
"4702",0.743480322427691,"Bone","CEP170","Q5SW79;CE170_HUMAN"
"4703",0.329248276616698,"Bone","RAB3GAP2","Q9H2M9;RBGPR_HUMAN"
"4704",0.111764705882353,"Bone","COPS3","Q9UNS2;CSN3_HUMAN"
"4705",0.454545454545455,"Bone","GNAO1","P09471;GNAO_HUMAN"
"4706",0.564835164835165,"Bone","SDF2L1","Q9HCN8;SDF2L_HUMAN"
"4707",0.231225296442688,"Bone","SDF2","Q99470;SDF2_HUMAN"
"4708",0.110323886639676,"Bone","UBTF","P17480;UBF1_HUMAN"
"4709",0.162022703818369,"Bone","IQGAP2","Q13576;IQGA2_HUMAN"
"4710",0.265384615384615,"Bone","CSTF2T","Q9H0L4;CSTFT_HUMAN"
"4711",0.055668016194332,"Bone","PSMC3","P17980;PRS6A_HUMAN"
"4712",0.40587044534413,"Bone","NOP16","Q9Y3C1;NOP16_HUMAN"
"4713",0.6,"Bone","TOR1A","O14656;TOR1A_HUMAN"
"4714",0.160400444938821,"Bone","PCCA","P05165;PCCA_HUMAN"
"4715",0.735419630156472,"Bone","PSPH","P78330;SERB_HUMAN"
"4716",0.67786409891673,"Bone","GNAI2","P04899;GNAI2_HUMAN"
"4717",0.33903743315508,"Bone","LAS1L","Q9Y4W2;LAS1L_HUMAN"
"4718",0.398461538461538,"Bone","NME4","O00746;NDKM_HUMAN"
"4719",0.167813765182186,"Bone","MRPS34","P82930;RT34_HUMAN"
"4720",0.426518218623482,"Bone","CDC37","Q16543;CDC37_HUMAN"
"4721",0.448785425101215,"Bone","OS9","Q13438;OS9_HUMAN"
"4722",0.560117302052786,"Bone","VTI1B","Q9UEU0;VTI1B_HUMAN"
"4723",0.304251012145749,"Bone","ELOC","Q15369;ELOC_HUMAN"
"4724",0.394331983805668,"Bone","IMPDH2","P12268;IMDH2_HUMAN"
"4725",0.217857533647007,"Bone","RBM3","P98179;RBM3_HUMAN"
"4726",0.157422969187675,"Bone","POLD2","P49005;DPOD2_HUMAN"
"4727",0.587044534412955,"Bone","ANXA7","P20073;ANXA7_HUMAN"
"4728",0.490516832622096,"Bone","PBDC1","Q9BVG4;PBDC1_HUMAN"
"4729",0.129106187929717,"Bone","MRPS6","P82932;RT06_HUMAN"
"4730",0.674131016042781,"Bone","EPN1","Q9Y6I3;EPN1_HUMAN"
"4731",0.15,"Bone","AK2","P54819;KAD2_HUMAN"
"4732",0,"Bone","NSMCE2","Q96MF7;NSE2_HUMAN"
"4733",0.194222562643615,"Bone","NDUFB9","Q9Y6M9;NDUB9_HUMAN"
"4734",0.48030888030888,"Bone","HDAC1","Q13547;HDAC1_HUMAN"
"4735",-0.125910931174089,"Bone","MTX2","O75431;MTX2_HUMAN"
"4736",0.194879089615932,"Bone","YME1L1","Q96TA2;YMEL1_HUMAN"
"4737",0.624675324675325,"Bone","CAPG","P40121;CAPG_HUMAN"
"4738",0.185425101214575,"Bone","FBL","P22087;FBRL_HUMAN"
"4739",0.509677419354839,"Bone","POGLUT1","Q8NBL1;PGLT1_HUMAN"
"4740",0.338709677419355,"Bone","CMSS1","Q9BQ75;CMS1_HUMAN"
"4741",0.450700280112045,"Bone","FTO","Q9C0B1;FTO_HUMAN"
"4742",0.536234817813765,"Bone","PRDX3","P30048;PRDX3_HUMAN"
"4743",0.697744360902256,"Bone","ALPL","P05186;PPBT_HUMAN"
"4744",0.716396761133603,"Bone","FMR1","Q06787;FMR1_HUMAN"
"4745",0.168082368082368,"Bone","CLIP1","P30622;CLIP1_HUMAN"
"4746",0.510121457489878,"Bone","RAB8A","P61006;RAB8A_HUMAN"
"4747",0.364736164736165,"Bone","ATP6V0A1","Q93050;VPP1_HUMAN"
"4748",0.460734149054505,"Bone","MBLAC2","Q68D91;MBLC2_HUMAN"
"4749",0.312955465587045,"Bone","PRMT1","Q99873;ANM1_HUMAN"
"4750",0.260606060606061,"Bone","FAS","P25445;TNR6_HUMAN"
"4751",0.193927125506073,"Bone","ATP5F1D","P30049;ATPD_HUMAN"
"4752",0.572267206477733,"Bone","PDHX","O00330;ODPX_HUMAN"
"4753",0.460769230769231,"Bone","LNPEP","Q9UIQ6;LCAP_HUMAN"
"4754",-0.0502540937323546,"Bone","ARMC8","Q8IUR7;ARMC8_HUMAN"
"4755",0.585074953496006,"Bone","OSBPL8","Q9BZF1;OSBL8_HUMAN"
"4756",0.656275303643725,"Bone","SEC22B","O75396;SC22B_HUMAN"
"4757",0.38242696137433,"Bone","CLPB","Q9H078;CLPB_HUMAN"
"4758",0.824269613743298,"Bone","ALDH1B1","P30837;AL1B1_HUMAN"
"4759",0.414815625341941,"Bone","NCBP1","Q09161;NCBP1_HUMAN"
"4760",-0.0319838056680162,"Bone","TRA2A","Q13595;TRA2A_HUMAN"
"4761",0.112347052280311,"Bone","SGF29","Q96ES7;SGF29_HUMAN"
"4762",0.00980392156862745,"Bone","MORF4L1","Q9UBU8;MO4L1_HUMAN"
"4763",0.0242933537051184,"Bone","ATXN2","Q99700;ATX2_HUMAN"
"4764",0.42834008097166,"Bone","SMARCA5","O60264;SMCA5_HUMAN"
"4765",0.142721669037459,"Bone","NOP14","P78316;NOP14_HUMAN"
"4766",0.587412587412588,"Bone","SH3KBP1","Q96B97;SH3K1_HUMAN"
"4767",0.353410553410553,"Bone","OGA","O60502;OGA_HUMAN"
"4768",0.420689655172414,"Bone","ATP6AP2","O75787;RENR_HUMAN"
"4769",0.490476190476191,"Bone","CD2AP","Q9Y5K6;CD2AP_HUMAN"
"4770",0.401503759398496,"Bone","TMEM9","Q9P0T7;TMEM9_HUMAN"
"4771",0.0337194337194337,"Bone","CDCA8","Q53HL2;BOREA_HUMAN"
"4772",0.749034749034749,"Bone","SDCBP","O00560;SDCB1_HUMAN"
"4773",0.430161943319838,"Bone","MOGS","Q13724;MOGS_HUMAN"
"4774",0.456176824597877,"Bone","PSMD9","O00233;PSMD9_HUMAN"
"4775",0.376612903225806,"Bone","ACO1","P21399;ACOC_HUMAN"
"4776",0.536373748609566,"Bone","RDH13","Q8NBN7;RDH13_HUMAN"
"4777",0.27741935483871,"Bone","DHX38","Q92620;PRP16_HUMAN"
"4778",0.452346041055718,"Bone","C1orf35","Q9BU76;MMTA2_HUMAN"
"4779",0.251417004048583,"Bone","PTRH2","Q9Y3E5;PTH2_HUMAN"
"4780",0.525744843391902,"Bone","RP2","O75695;XRP2_HUMAN"
"4781",0.377845683728037,"Bone","DPP7","Q9UHL4;DPP2_HUMAN"
"4782",0.294331983805668,"Bone","TIMM50","Q3ZCQ8;TIM50_HUMAN"
"4783",0.481562534194113,"Bone","CUX1","P39880;CUX1_HUMAN"
"4784",0.654453441295547,"Bone","CYB5R3","P00387;NB5R3_HUMAN"
"4785",0.875324675324675,"Bone","SNX18","Q96RF0;SNX18_HUMAN"
"4786",0.595488721804511,"Bone","ARHGDIB","P52566;GDIR2_HUMAN"
"4787",0.226720647773279,"Bone","PSMB2","P49721;PSB2_HUMAN"
"4788",0,"Bone","TXNDC9","O14530;TXND9_HUMAN"
"4789",0.321235521235521,"Bone","WDR33","Q9C0J8;WDR33_HUMAN"
"4790",0.797729618163055,"Bone","PREX1","Q8TCU6;PREX1_HUMAN"
"4791",0.479757085020243,"Bone","EMD","P50402;EMD_HUMAN"
"4792",0.481709401709402,"Bone","SCYL1","Q96KG9;SCYL1_HUMAN"
"4793",0.636293436293436,"Bone","PUS1","Q9Y606;TRUA_HUMAN"
"4794",0.454054054054054,"Bone","YTHDF2","Q9Y5A9;YTHD2_HUMAN"
"4795",0.304655870445344,"Bone","RANBP2","P49792;RBP2_HUMAN"
"4796",0.214285714285714,"Bone","CHD8","Q9HCK8;CHD8_HUMAN"
"4797",0.937931034482758,"Bone","EPB41","P11171;EPB41_HUMAN"
"4798",-0.0208502024291498,"Bone","EXOSC9","Q06265;EXOS9_HUMAN"
"4799",0.463636363636364,"Bone","NCK1","P16333;NCK1_HUMAN"
"4800",0.445951417004049,"Bone","IDH3A","P50213;IDH3A_HUMAN"
"4801",0.518404118404118,"Bone","BTF3L4","Q96K17;BT3L4_HUMAN"
"4802",0.341065762118394,"Bone","BTF3","P20290;BTF3_HUMAN"
"4803",0.322064777327935,"Bone","BAZ1A","Q9NRL2;BAZ1A_HUMAN"
"4804",0.615991902834008,"Bone","PLPBP","O94903;PLPHP_HUMAN"
"4805",0.513967611336032,"Bone","DDX17","Q92841;DDX17_HUMAN"
"4806",0.629411764705882,"Bone","AXL","P30530;UFO_HUMAN"
"4807",0.163821716453295,"Bone","NCAPH","Q15003;CND2_HUMAN"
"4808",0.34025974025974,"Bone","C11orf54","Q9H0W9;CK054_HUMAN"
